,Model,Window,Step,Recall,F1,Accuracy,Precision,ROC_AUC,SelectedFeatures,FeatureSelectionMethod,FeatureScores,Best_k
447,KNN,80,50,0.6830065359477123,0.5895712871802886,0.5509803921568627,0.5990374873353597,0.5384467512495194,"O2Hb_max, HHb_max, tHb_mean, tHb_max, O2Hb_mean, tHb_median, O2Hb_median, tHb_min",random_forest,"[('O2Hb_max', np.float64(0.1525394225529671)), ('HHb_max', np.float64(0.10792907152365228)), ('tHb_mean', np.float64(0.10633406421064576)), ('tHb_max', np.float64(0.09579516488153662)), ('O2Hb_mean', np.float64(0.09113875435959073)), ('tHb_median', np.float64(0.08064241164655822)), ('O2Hb_median', np.float64(0.07202720581819676)), ('tHb_min', np.float64(0.07190426165707979))]",8
448,DecisionTree,80,50,0.8431372549019608,0.6839289450632848,0.5950980392156863,0.6141668788727612,0.6192810457516339,"tHb_mean, tHb_max, tHb_median, O2Hb_max",select_k_best,"[('tHb_mean', np.float64(106.87326505578194)), ('tHb_max', np.float64(102.15554321011929)), ('tHb_median', np.float64(88.55726310238443)), ('O2Hb_max', np.float64(77.31301065541417))]",4
449,XGBoost,80,50,0.5588235294117647,0.45563158466384274,0.4009803921568627,0.40544455544455543,0.3767781622452902,"tHb_mean, tHb_max, tHb_median, O2Hb_max",select_k_best,"[('tHb_mean', np.float64(106.87326505578194)), ('tHb_max', np.float64(102.15554321011929)), ('tHb_median', np.float64(88.55726310238443)), ('O2Hb_max', np.float64(77.31301065541417))]",4
450,LogisticRegression,80,60,0.6555555555555556,0.5981315923441729,0.5499999999999999,0.597316034024613,0.5060493827160493,"O2Hb_max, tHb_mean, tHb_max, HHb_max, O2Hb_mean, O2Hb_median, tHb_median, HHb_std, tHb_min, HHb_median, O2Hb_min, HHb_min, HHb_mean, O2Hb_std",random_forest,"[('O2Hb_max', np.float64(0.15056904694628892)), ('tHb_mean', np.float64(0.11492219384545224)), ('tHb_max', np.float64(0.1025805286511156)), ('HHb_max', np.float64(0.09535586238752064)), ('O2Hb_mean', np.float64(0.09403011738088579)), ('O2Hb_median', np.float64(0.07741797628576413)), ('tHb_median', np.float64(0.07155545667612008)), ('HHb_std', np.float64(0.05774116639143571)), ('tHb_min', np.float64(0.05290976389532199)), ('HHb_median', np.float64(0.048234463194689214)), ('O2Hb_min', np.float64(0.03290505724743458)), ('HHb_min', np.float64(0.031605924865637326)), ('HHb_mean', np.float64(0.028329006959935378)), ('O2Hb_std', np.float64(0.02655624973845097))]",14
451,SVC,80,60,0.662962962962963,0.5326196476565884,0.4511111111111111,0.475651799181211,0.36580246913580244,"tHb_mean, tHb_max, tHb_median, O2Hb_max, tHb_min",select_k_best,"[('tHb_mean', np.float64(96.6953345303021)), ('tHb_max', np.float64(92.26278889213636)), ('tHb_median', np.float64(79.51999432108543)), ('O2Hb_max', np.float64(69.44401543532854)), ('tHb_min', np.float64(61.89283174472954))]",5
452,RandomForest,80,60,0.7814814814814816,0.6389128146234089,0.5577777777777778,0.5652513037735419,0.478641975308642,"tHb_mean, tHb_max, tHb_median, O2Hb_max, tHb_min, O2Hb_mean, O2Hb_median",select_k_best,"[('tHb_mean', np.float64(96.6953345303021)), ('tHb_max', np.float64(92.26278889213636)), ('tHb_median', np.float64(79.51999432108543)), ('O2Hb_max', np.float64(69.44401543532854)), ('tHb_min', np.float64(61.89283174472954)), ('O2Hb_mean', np.float64(46.622637162595005)), ('O2Hb_median', np.float64(39.595146536493814))]",7
453,KNN,80,60,0.6037037037037037,0.4895755770662696,0.44555555555555554,0.46059530531580223,0.4290740740740741,"tHb_mean, tHb_max, tHb_median, O2Hb_max",select_k_best,"[('tHb_mean', np.float64(96.6953345303021)), ('tHb_max', np.float64(92.26278889213636)), ('tHb_median', np.float64(79.51999432108543)), ('O2Hb_max', np.float64(69.44401543532854))]",4
454,DecisionTree,80,60,0.674074074074074,0.5633285872488529,0.4988888888888889,0.49341868823000895,0.5037037037037037,"tHb_mean, tHb_max, tHb_median, O2Hb_max",select_k_best,"[('tHb_mean', np.float64(96.6953345303021)), ('tHb_max', np.float64(92.26278889213636)), ('tHb_median', np.float64(79.51999432108543)), ('O2Hb_max', np.float64(69.44401543532854))]",4
455,XGBoost,80,60,0.5370370370370371,0.46701825306476463,0.4377777777777778,0.4488095238095238,0.45672839506172846,"tHb_mean, tHb_max, tHb_median, O2Hb_max",select_k_best,"[('tHb_mean', np.float64(96.6953345303021)), ('tHb_max', np.float64(92.26278889213636)), ('tHb_median', np.float64(79.51999432108543)), ('O2Hb_max', np.float64(69.44401543532854))]",4
456,LogisticRegression,80,70,0.6452991452991453,0.5666019803950838,0.5435897435897435,0.5142543859649122,0.4860289283366206,"O2Hb_max, tHb_mean, tHb_median",random_forest,"[('O2Hb_max', np.float64(0.15955074904582353)), ('tHb_mean', np.float64(0.1190145025734318)), ('tHb_median', np.float64(0.0975076967392378))]",3
457,SVC,80,70,0.6538461538461539,0.5175438596491228,0.4564102564102564,0.5088888888888888,0.39513477975016437,"tHb_mean, tHb_max, tHb_median, O2Hb_max, tHb_min, O2Hb_mean, O2Hb_median",select_k_best,"[('tHb_mean', np.float64(82.1904531555121)), ('tHb_max', np.float64(77.8320696613597)), ('tHb_median', np.float64(68.44162036759127)), ('O2Hb_max', np.float64(60.262797457201046)), ('tHb_min', np.float64(52.49632419099541)), ('O2Hb_mean', np.float64(39.88155555627423)), ('O2Hb_median', np.float64(33.84804385050584))]",7
458,RandomForest,80,70,0.6752136752136751,0.5554210927345256,0.4884615384615385,0.4851470707398104,0.37623274161735704,"tHb_mean, tHb_max, tHb_median",select_k_best,"[('tHb_mean', np.float64(82.1904531555121)), ('tHb_max', np.float64(77.8320696613597)), ('tHb_median', np.float64(68.44162036759127))]",3
459,KNN,80,70,0.576923076923077,0.4786025521319639,0.4461538461538461,0.47219177526082895,0.4072156476002629,"tHb_mean, tHb_max, tHb_median, O2Hb_max",select_k_best,"[('tHb_mean', np.float64(82.1904531555121)), ('tHb_max', np.float64(77.8320696613597)), ('tHb_median', np.float64(68.44162036759127)), ('O2Hb_max', np.float64(60.262797457201046))]",4
460,DecisionTree,80,70,0.6196581196581197,0.5109649122807017,0.5256410256410257,0.4512195121951219,0.5085470085470085,"tHb_mean, tHb_max, tHb_median, O2Hb_max, tHb_min",select_k_best,"[('tHb_mean', np.float64(82.1904531555121)), ('tHb_max', np.float64(77.8320696613597)), ('tHb_median', np.float64(68.44162036759127)), ('O2Hb_max', np.float64(60.262797457201046)), ('tHb_min', np.float64(52.49632419099541))]",5
461,XGBoost,80,70,0.576923076923077,0.5074579193083322,0.4628205128205128,0.47046957671957673,0.4324457593688363,"tHb_mean, tHb_max, tHb_median, O2Hb_max, tHb_min, O2Hb_mean",select_k_best,"[('tHb_mean', np.float64(82.1904531555121)), ('tHb_max', np.float64(77.8320696613597)), ('tHb_median', np.float64(68.44162036759127)), ('O2Hb_max', np.float64(60.262797457201046)), ('tHb_min', np.float64(52.49632419099541)), ('O2Hb_mean', np.float64(39.88155555627423))]",6
462,LogisticRegression,80,80,0.616161616161616,0.558167557777922,0.5015151515151515,0.5430518018018018,0.5059687786960514,"O2Hb_max, tHb_mean, O2Hb_mean, HHb_max, tHb_median",random_forest,"[('O2Hb_max', np.float64(0.16306536535803617)), ('tHb_mean', np.float64(0.11123904524356336)), ('O2Hb_mean', np.float64(0.09973574655948927)), ('HHb_max', np.float64(0.09386970945055968)), ('tHb_median', np.float64(0.08546747411281638))]",5
463,SVC,80,80,0.6666666666666666,0.5536324786324786,0.46060606060606063,0.5374677002583979,0.4132231404958677,"O2Hb_max, tHb_mean, O2Hb_mean, HHb_max, tHb_median, tHb_max, O2Hb_median, tHb_min, HHb_std, HHb_median",random_forest,"[('O2Hb_max', np.float64(0.16306536535803617)), ('tHb_mean', np.float64(0.11123904524356336)), ('O2Hb_mean', np.float64(0.09973574655948927)), ('HHb_max', np.float64(0.09386970945055968)), ('tHb_median', np.float64(0.08546747411281638)), ('tHb_max', np.float64(0.0780683545658677)), ('O2Hb_median', np.float64(0.06783609074168438)), ('tHb_min', np.float64(0.05725243228454708)), ('HHb_std', np.float64(0.054462467493409376)), ('HHb_median', np.float64(0.05318101051677905))]",10
464,RandomForest,80,80,0.6969696969696969,0.5610169491525424,0.5,0.4912098333150965,0.39290633608815423,"tHb_mean, tHb_max, tHb_median",select_k_best,"[('tHb_mean', np.float64(68.2904904215669)), ('tHb_max', np.float64(66.13589537414686)), ('tHb_median', np.float64(55.458311025391275))]",3
465,KNN,80,80,0.6212121212121212,0.5285162950257289,0.47878787878787876,0.5042824558953591,0.49242424242424243,"O2Hb_max, tHb_mean, O2Hb_mean, HHb_max, tHb_median, tHb_max",random_forest,"[('O2Hb_max', np.float64(0.16306536535803617)), ('tHb_mean', np.float64(0.11123904524356336)), ('O2Hb_mean', np.float64(0.09973574655948927)), ('HHb_max', np.float64(0.09386970945055968)), ('tHb_median', np.float64(0.08546747411281638)), ('tHb_max', np.float64(0.0780683545658677))]",6
466,DecisionTree,80,80,0.5050505050505051,0.4524947639519386,0.48181818181818176,0.43499361430395916,0.4621212121212121,"tHb_mean, tHb_max, tHb_median",select_k_best,"[('tHb_mean', np.float64(68.2904904215669)), ('tHb_max', np.float64(66.13589537414686)), ('tHb_median', np.float64(55.458311025391275))]",3
467,XGBoost,80,80,0.5404040404040403,0.45132275132275135,0.40757575757575754,0.4095152062631737,0.39508723599632695,"tHb_mean, tHb_max, tHb_median, O2Hb_max",select_k_best,"[('tHb_mean', np.float64(68.2904904215669)), ('tHb_max', np.float64(66.13589537414686)), ('tHb_median', np.float64(55.458311025391275)), ('O2Hb_max', np.float64(52.473159495292634))]",4
468,LogisticRegression,80,90,0.6555555555555556,0.6012626262626263,0.5516666666666666,0.6071428571428571,0.523888888888889,"O2Hb_max, tHb_mean, O2Hb_median, tHb_median, HHb_max, O2Hb_mean, tHb_max, tHb_min, HHb_median, HHb_std, HHb_mean, O2Hb_min, HHb_min, tHb_std",random_forest,"[('O2Hb_max', np.float64(0.18105961312404248)), ('tHb_mean', np.float64(0.10974927646867774)), ('O2Hb_median', np.float64(0.0926847656171794)), ('tHb_median', np.float64(0.08424693406244303)), ('HHb_max', np.float64(0.08246616445896354)), ('O2Hb_mean', np.float64(0.08004320466858687)), ('tHb_max', np.float64(0.07604633460765699)), ('tHb_min', np.float64(0.06581315176571961)), ('HHb_median', np.float64(0.05500389425366627)), ('HHb_std', np.float64(0.05174877934190591)), ('HHb_mean', np.float64(0.03648346256101929)), ('O2Hb_min', np.float64(0.027906666978935225)), ('HHb_min', np.float64(0.023237565546812337)), ('tHb_std', np.float64(0.018102309924468842))]",14
469,SVC,80,90,0.65,0.4854406130268199,0.3566666666666667,0.4004385964912281,0.22749999999999995,"O2Hb_max, tHb_mean, O2Hb_median",random_forest,"[('O2Hb_max', np.float64(0.18105961312404248)), ('tHb_mean', np.float64(0.10974927646867774)), ('O2Hb_median', np.float64(0.0926847656171794))]",3
470,RandomForest,80,90,0.6444444444444444,0.5176034075405145,0.44,0.44638694638694637,0.3726388888888889,"tHb_mean, tHb_max, tHb_median",select_k_best,"[('tHb_mean', np.float64(60.16069022671071)), ('tHb_max', np.float64(59.29719042389403)), ('tHb_median', np.float64(48.704385745414555))]",3
471,KNN,80,90,0.5833333333333334,0.49075068623940804,0.5016666666666666,0.5591022056539298,0.5480555555555556,"tHb_mean, tHb_max, tHb_median, O2Hb_max, tHb_min, O2Hb_mean",select_k_best,"[('tHb_mean', np.float64(60.16069022671071)), ('tHb_max', np.float64(59.29719042389403)), ('tHb_median', np.float64(48.704385745414555)), ('O2Hb_max', np.float64(44.71657606717237)), ('tHb_min', np.float64(38.008605818805584)), ('O2Hb_mean', np.float64(29.287057099154406))]",6
472,DecisionTree,80,90,0.5222222222222223,0.4716900808854832,0.49666666666666676,0.44677871148459386,0.4833333333333334,"tHb_mean, tHb_max, tHb_median, O2Hb_max, tHb_min",select_k_best,"[('tHb_mean', np.float64(60.16069022671071)), ('tHb_max', np.float64(59.29719042389403)), ('tHb_median', np.float64(48.704385745414555)), ('O2Hb_max', np.float64(44.71657606717237)), ('tHb_min', np.float64(38.008605818805584))]",5
473,XGBoost,80,90,0.5277777777777778,0.4598617756512493,0.4116666666666666,0.4237213403880071,0.36000000000000004,"tHb_mean, tHb_max, tHb_median, O2Hb_max",select_k_best,"[('tHb_mean', np.float64(60.16069022671071)), ('tHb_max', np.float64(59.29719042389403)), ('tHb_median', np.float64(48.704385745414555)), ('O2Hb_max', np.float64(44.71657606717237))]",4
474,LogisticRegression,80,100,0.6666666666666666,0.6048484848484849,0.5518518518518518,0.6073717948717948,0.5161179698216736,"O2Hb_max, tHb_mean, tHb_max, HHb_max, O2Hb_mean, tHb_median, O2Hb_median, HHb_std, tHb_min, O2Hb_min, HHb_median, O2Hb_std, HHb_mean, tHb_std, HHb_min",random_forest,"[('O2Hb_max', np.float64(0.1729052081305881)), ('tHb_mean', np.float64(0.10354627101861939)), ('tHb_max', np.float64(0.09727083431066907)), ('HHb_max', np.float64(0.08566487236728727)), ('O2Hb_mean', np.float64(0.07740633632843938)), ('tHb_median', np.float64(0.07710766571810684)), ('O2Hb_median', np.float64(0.07578944638453176)), ('HHb_std', np.float64(0.06747904322328672)), ('tHb_min', np.float64(0.055233696771553834)), ('O2Hb_min', np.float64(0.04778425268939655)), ('HHb_median', np.float64(0.04331487015168089)), ('O2Hb_std', np.float64(0.03229597422569138)), ('HHb_mean', np.float64(0.02684626158042459)), ('tHb_std', np.float64(0.02098671629279538)), ('HHb_min', np.float64(0.016368550806928908))]",15
475,SVC,80,100,0.6666666666666666,0.558756264083678,0.47592592592592586,0.5469314998726763,0.4646776406035665,"O2Hb_max, tHb_mean, tHb_max, HHb_max, O2Hb_mean, tHb_median, O2Hb_median, HHb_std, tHb_min, O2Hb_min, HHb_median",random_forest,"[('O2Hb_max', np.float64(0.1729052081305881)), ('tHb_mean', np.float64(0.10354627101861939)), ('tHb_max', np.float64(0.09727083431066907)), ('HHb_max', np.float64(0.08566487236728727)), ('O2Hb_mean', np.float64(0.07740633632843938)), ('tHb_median', np.float64(0.07710766571810684)), ('O2Hb_median', np.float64(0.07578944638453176)), ('HHb_std', np.float64(0.06747904322328672)), ('tHb_min', np.float64(0.055233696771553834)), ('O2Hb_min', np.float64(0.04778425268939655)), ('HHb_median', np.float64(0.04331487015168089))]",11
476,RandomForest,80,100,0.6172839506172839,0.5328399629972248,0.48518518518518516,0.4928571428571429,0.3880315500685871,"tHb_mean, tHb_max, tHb_median",select_k_best,"[('tHb_mean', np.float64(54.730162922314236)), ('tHb_max', np.float64(52.811502650792185)), ('tHb_median', np.float64(45.80914619514514))]",3
477,KNN,80,100,0.6358024691358025,0.48995271867612294,0.45555555555555555,0.4442970822281167,0.513031550068587,"tHb_mean, tHb_max, tHb_median, O2Hb_max, tHb_min",select_k_best,"[('tHb_mean', np.float64(54.730162922314236)), ('tHb_max', np.float64(52.811502650792185)), ('tHb_median', np.float64(45.80914619514514)), ('O2Hb_max', np.float64(40.43030958894079)), ('tHb_min', np.float64(34.67751673100337))]",5
478,DecisionTree,80,100,0.6604938271604938,0.5503917025267571,0.5685185185185185,0.4992063492063492,0.54320987654321,"tHb_mean, tHb_max, tHb_median, O2Hb_max, tHb_min",select_k_best,"[('tHb_mean', np.float64(54.730162922314236)), ('tHb_max', np.float64(52.811502650792185)), ('tHb_median', np.float64(45.80914619514514)), ('O2Hb_max', np.float64(40.43030958894079)), ('tHb_min', np.float64(34.67751673100337))]",5
479,XGBoost,80,100,0.5987654320987654,0.5084249084249084,0.4703703703703703,0.4696969696969697,0.4307270233196159,"tHb_mean, tHb_max, tHb_median, O2Hb_max, tHb_min",select_k_best,"[('tHb_mean', np.float64(54.730162922314236)), ('tHb_max', np.float64(52.811502650792185)), ('tHb_median', np.float64(45.80914619514514)), ('O2Hb_max', np.float64(40.43030958894079)), ('tHb_min', np.float64(34.67751673100337))]",5
480,LogisticRegression,90,10,0.628968253968254,0.540856863632024,0.4668650793650794,0.4841049074156692,0.5420800264550264,"O2Hb_max, HHb_max, tHb_mean, O2Hb_median, tHb_max",random_forest,"[('O2Hb_max', np.float64(0.16101647457125892)), ('HHb_max', np.float64(0.12062778626346163)), ('tHb_mean', np.float64(0.11054902466796815)), ('O2Hb_median', np.float64(0.09843466767269334)), ('tHb_max', np.float64(0.08863809066053972))]",5
481,SVC,90,10,0.6574074074074074,0.5658316801146012,0.49722222222222223,0.5801045627157785,0.4817767384731671,"tHb_mean, tHb_max, O2Hb_max, tHb_median, tHb_min",select_k_best,"[('tHb_mean', np.float64(555.9901556914513)), ('tHb_max', np.float64(520.3238436124453)), ('O2Hb_max', np.float64(413.0779011246794)), ('tHb_median', np.float64(403.3360523803563)), ('tHb_min', np.float64(355.5255027025987))]",5
482,RandomForest,90,10,0.7096560846560847,0.5875595566179491,0.5273809523809524,0.5620177431569836,0.4236583522297808,"tHb_mean, tHb_max, O2Hb_max, tHb_median, tHb_min",select_k_best,"[('tHb_mean', np.float64(555.9901556914513)), ('tHb_max', np.float64(520.3238436124453)), ('O2Hb_max', np.float64(413.0779011246794)), ('tHb_median', np.float64(403.3360523803563)), ('tHb_min', np.float64(355.5255027025987))]",5
483,KNN,90,10,0.5985449735449735,0.5252530779583156,0.4587301587301587,0.5339289649235931,0.47676721151423535,"O2Hb_max, HHb_max, tHb_mean, O2Hb_median, tHb_max, O2Hb_mean, tHb_median, tHb_min, HHb_std, HHb_median, HHb_mean, HHb_min, O2Hb_min, tHb_std, O2Hb_std",random_forest,"[('O2Hb_max', np.float64(0.16101647457125892)), ('HHb_max', np.float64(0.12062778626346163)), ('tHb_mean', np.float64(0.11054902466796815)), ('O2Hb_median', np.float64(0.09843466767269334)), ('tHb_max', np.float64(0.08863809066053972)), ('O2Hb_mean', np.float64(0.08472453878567712)), ('tHb_median', np.float64(0.06315549586558253)), ('tHb_min', np.float64(0.057322107083195205)), ('HHb_std', np.float64(0.05321621007267266)), ('HHb_median', np.float64(0.03948210561167321)), ('HHb_mean', np.float64(0.03842497146500328)), ('HHb_min', np.float64(0.029115392824010905)), ('O2Hb_min', np.float64(0.027589191948708527)), ('tHb_std', np.float64(0.01411146639181895)), ('O2Hb_std', np.float64(0.0135924761157359))]",15
484,DecisionTree,90,10,0.7261904761904762,0.6028069517379345,0.5301587301587302,0.6055138628309361,0.5638227513227513,"tHb_mean, tHb_max, O2Hb_max, tHb_median, tHb_min, O2Hb_mean, O2Hb_median",select_k_best,"[('tHb_mean', np.float64(555.9901556914513)), ('tHb_max', np.float64(520.3238436124453)), ('O2Hb_max', np.float64(413.0779011246794)), ('tHb_median', np.float64(403.3360523803563)), ('tHb_min', np.float64(355.5255027025987)), ('O2Hb_mean', np.float64(263.8727529580655)), ('O2Hb_median', np.float64(225.93433384688973))]",7
485,XGBoost,90,10,0.6395502645502645,0.49627900396151664,0.3861111111111111,0.4220971211905102,0.31421839569161,"tHb_mean, tHb_max, O2Hb_max",select_k_best,"[('tHb_mean', np.float64(555.9901556914513)), ('tHb_max', np.float64(520.3238436124453)), ('O2Hb_max', np.float64(413.0779011246794))]",3
486,LogisticRegression,90,20,0.6362433862433862,0.5797302376400034,0.525,0.5638777538457448,0.5308484504913076,"O2Hb_max, tHb_mean, HHb_max, O2Hb_median, O2Hb_mean",random_forest,"[('O2Hb_max', np.float64(0.1716858863176628)), ('tHb_mean', np.float64(0.10810012835649055)), ('HHb_max', np.float64(0.1069114609037834)), ('O2Hb_median', np.float64(0.09516951872627522)), ('O2Hb_mean', np.float64(0.0909630149061453))]",5
487,SVC,90,20,0.6309523809523809,0.4843382379070216,0.3511904761904762,0.4125131573407435,0.3302941546989166,"O2Hb_max, tHb_mean, HHb_max",random_forest,"[('O2Hb_max', np.float64(0.1716858863176628)), ('tHb_mean', np.float64(0.10810012835649055)), ('HHb_max', np.float64(0.1069114609037834))]",3
488,RandomForest,90,20,0.705026455026455,0.5922560735456145,0.5246031746031746,0.5653526000748222,0.4310752078609221,"tHb_mean, tHb_max, O2Hb_max, tHb_median, tHb_min",select_k_best,"[('tHb_mean', np.float64(274.16674348301837)), ('tHb_max', np.float64(259.23854721148285)), ('O2Hb_max', np.float64(204.96136214695383)), ('tHb_median', np.float64(193.25320708138614)), ('tHb_min', np.float64(175.78295000045387))]",5
489,KNN,90,20,0.611111111111111,0.5379122665741365,0.4666666666666666,0.5368057712885299,0.4938744016124969,"O2Hb_max, tHb_mean, HHb_max, O2Hb_median, O2Hb_mean, tHb_max, tHb_median, tHb_min, HHb_std, HHb_median, HHb_mean, HHb_min, O2Hb_min, O2Hb_std",random_forest,"[('O2Hb_max', np.float64(0.1716858863176628)), ('tHb_mean', np.float64(0.10810012835649055)), ('HHb_max', np.float64(0.1069114609037834)), ('O2Hb_median', np.float64(0.09516951872627522)), ('O2Hb_mean', np.float64(0.0909630149061453)), ('tHb_max', np.float64(0.08021708452793076)), ('tHb_median', np.float64(0.06250324497538061)), ('tHb_min', np.float64(0.05852501707952639)), ('HHb_std', np.float64(0.05350154932721933)), ('HHb_median', np.float64(0.04627825263947193)), ('HHb_mean', np.float64(0.040798947099737574)), ('HHb_min', np.float64(0.029227742483413203)), ('O2Hb_min', np.float64(0.027568222550597613)), ('O2Hb_std', np.float64(0.01552381284569849))]",14
490,DecisionTree,90,20,0.6984126984126985,0.5711228663419098,0.4924603174603175,0.5418362847389057,0.5211640211640212,"tHb_mean, tHb_max, O2Hb_max, tHb_median",select_k_best,"[('tHb_mean', np.float64(274.16674348301837)), ('tHb_max', np.float64(259.23854721148285)), ('O2Hb_max', np.float64(204.96136214695383)), ('tHb_median', np.float64(193.25320708138614))]",4
491,XGBoost,90,20,0.6362433862433862,0.5268243579149864,0.45436507936507936,0.5194742657365722,0.43364197530864196,"tHb_mean, tHb_max, O2Hb_max, tHb_median",select_k_best,"[('tHb_mean', np.float64(274.16674348301837)), ('tHb_max', np.float64(259.23854721148285)), ('O2Hb_max', np.float64(204.96136214695383)), ('tHb_median', np.float64(193.25320708138614))]",4
492,LogisticRegression,90,30,0.6527777777777777,0.5934578254469146,0.5363095238095238,0.5809906291834003,0.5274589002267573,"O2Hb_max, HHb_max, tHb_mean, O2Hb_mean, O2Hb_median",random_forest,"[('O2Hb_max', np.float64(0.15129950657739988)), ('HHb_max', np.float64(0.1175873294237065)), ('tHb_mean', np.float64(0.10771549039875773)), ('O2Hb_mean', np.float64(0.09861022219505387)), ('O2Hb_median', np.float64(0.09274399993264353))]",5
493,SVC,90,30,0.6349206349206349,0.5293811107097762,0.4589285714285714,0.5255638142430595,0.42010345804988664,"tHb_mean, tHb_max, O2Hb_max, tHb_median, tHb_min",select_k_best,"[('tHb_mean', np.float64(180.3935172282641)), ('tHb_max', np.float64(171.17168970403418)), ('O2Hb_max', np.float64(134.90508853413453)), ('tHb_median', np.float64(131.12025568524672)), ('tHb_min', np.float64(115.99037123620134))]",5
494,RandomForest,90,30,0.6507936507936508,0.5528463442370727,0.49404761904761907,0.5402986633249791,0.43741142290249435,"tHb_mean, tHb_max, O2Hb_max, tHb_median, tHb_min",select_k_best,"[('tHb_mean', np.float64(180.3935172282641)), ('tHb_max', np.float64(171.17168970403418)), ('O2Hb_max', np.float64(134.90508853413453)), ('tHb_median', np.float64(131.12025568524672)), ('tHb_min', np.float64(115.99037123620134))]",5
495,KNN,90,30,0.621031746031746,0.5402389839082345,0.49404761904761907,0.5537935509633622,0.47707624716553293,"O2Hb_max, HHb_max, tHb_mean, O2Hb_mean, O2Hb_median, tHb_median, tHb_max, tHb_min",random_forest,"[('O2Hb_max', np.float64(0.15129950657739988)), ('HHb_max', np.float64(0.1175873294237065)), ('tHb_mean', np.float64(0.10771549039875773)), ('O2Hb_mean', np.float64(0.09861022219505387)), ('O2Hb_median', np.float64(0.09274399993264353)), ('tHb_median', np.float64(0.08271790840893739)), ('tHb_max', np.float64(0.07767277911909713)), ('tHb_min', np.float64(0.054247542950994605))]",8
496,DecisionTree,90,30,0.6845238095238094,0.5637821988591307,0.4934523809523809,0.5611761176117612,0.5267857142857143,"tHb_mean, tHb_max, O2Hb_max, tHb_median",select_k_best,"[('tHb_mean', np.float64(180.3935172282641)), ('tHb_max', np.float64(171.17168970403418)), ('O2Hb_max', np.float64(134.90508853413453)), ('tHb_median', np.float64(131.12025568524672))]",4
497,XGBoost,90,30,0.6448412698412698,0.500224858094442,0.4386904761904762,0.438893674567668,0.3678075396825397,"tHb_mean, tHb_max, O2Hb_max, tHb_median, tHb_min, O2Hb_mean",select_k_best,"[('tHb_mean', np.float64(180.3935172282641)), ('tHb_max', np.float64(171.17168970403418)), ('O2Hb_max', np.float64(134.90508853413453)), ('tHb_median', np.float64(131.12025568524672)), ('tHb_min', np.float64(115.99037123620134)), ('O2Hb_mean', np.float64(85.59628679540441))]",6
498,LogisticRegression,90,40,0.6402116402116401,0.5868897157887983,0.5333333333333333,0.578355746225559,0.5197152935248174,"O2Hb_max, tHb_mean, O2Hb_median, HHb_max, tHb_max",random_forest,"[('O2Hb_max', np.float64(0.15913258740554792)), ('tHb_mean', np.float64(0.10463648405829003)), ('O2Hb_median', np.float64(0.09939162019860344)), ('HHb_max', np.float64(0.09336540475971926)), ('tHb_max', np.float64(0.09105212337347326))]",5
499,SVC,90,40,0.7037037037037037,0.528594427244582,0.3976190476190476,0.441058941058941,0.27859662383471906,"O2Hb_max, tHb_mean, O2Hb_median",random_forest,"[('O2Hb_max', np.float64(0.15913258740554792)), ('tHb_mean', np.float64(0.10463648405829003)), ('O2Hb_median', np.float64(0.09939162019860344))]",3
500,RandomForest,90,40,0.6904761904761904,0.5846979258194213,0.5103174603174604,0.5544690144690144,0.4874968505920887,"tHb_mean, tHb_max, O2Hb_max, tHb_median, tHb_min",select_k_best,"[('tHb_mean', np.float64(132.81135091385275)), ('tHb_max', np.float64(128.59964864667114)), ('O2Hb_max', np.float64(98.01651177650167)), ('tHb_median', np.float64(94.74446249198677)), ('tHb_min', np.float64(86.79647723206544))]",5
501,KNN,90,40,0.6190476190476191,0.49179648840474166,0.4682539682539683,0.4795893719806763,0.416761148904006,"tHb_mean, tHb_max, O2Hb_max, tHb_median, tHb_min",select_k_best,"[('tHb_mean', np.float64(132.81135091385275)), ('tHb_max', np.float64(128.59964864667114)), ('O2Hb_max', np.float64(98.01651177650167)), ('tHb_median', np.float64(94.74446249198677)), ('tHb_min', np.float64(86.79647723206544))]",5
502,DecisionTree,90,40,0.724867724867725,0.6304525327538152,0.5619047619047619,0.612032907389709,0.5859788359788359,"tHb_mean, tHb_max, O2Hb_max, tHb_median, tHb_min, O2Hb_mean",select_k_best,"[('tHb_mean', np.float64(132.81135091385275)), ('tHb_max', np.float64(128.59964864667114)), ('O2Hb_max', np.float64(98.01651177650167)), ('tHb_median', np.float64(94.74446249198677)), ('tHb_min', np.float64(86.79647723206544)), ('O2Hb_mean', np.float64(63.25704648765549))]",6
503,XGBoost,90,40,0.6560846560846562,0.5223146236039019,0.4246031746031746,0.46036151649904,0.41710758377425045,"tHb_mean, tHb_max, O2Hb_max, tHb_median, tHb_min",select_k_best,"[('tHb_mean', np.float64(132.81135091385275)), ('tHb_max', np.float64(128.59964864667114)), ('O2Hb_max', np.float64(98.01651177650167)), ('tHb_median', np.float64(94.74446249198677)), ('tHb_min', np.float64(86.79647723206544))]",5
